Head_id,Link,Dep_id,Sentence_no,Partition
T132,Argument-Arg,T127,924,1
T132,Argument-Arg,T133,924,1
T134,Argument-Arg,T136,925,1
T136,Argument-Arg,T135,925,1
T139,Argument-Arg,T140,926,1
T141,And_Or_Arg,T139,926,1
T141,And_Or_Arg,T142,926,1
T142,Retrn_val-Arg,T143,926,1
T144,Argument-Arg,T145,927,1
T144,Argument-Arg,T146,927,1
T146,Argument-Arg,T147,927,1
T148,Pre_Clause-Arg,T152,928,1
T151,Argument-Arg,T149,928,1
T151,Argument-Arg,T150,928,1
T152,And_Or_Arg,T151,928,1
T152,And_Or_Arg,T156,928,1
T152,Post_Clause-Arg,T162,928,1
T153,Argument-Arg,T154,928,1
T153,Argument-Arg,T155,928,1
T156,Argument-Arg,T153,928,1
T156,Argument-Arg,T157,928,1
T158,Argument-Arg,T160,928,1
T158,Argument-Arg,T159,928,1
T162,Retrn_val-Arg,T163,928,1
T164,Argument-Arg,T160,928,1
T164,Argument-Arg,T157,928,1
T166,Argument-Arg,T167,929,1
T166,Argument-Arg,T169,929,1
T169,Argument-Arg,T170,929,1
T171,Argument-Arg,T167,929,1
T171,Argument-Arg,T168,929,1
T172,Pre_Clause-Arg,T174,930,1
T174,Argument-Arg,T173,930,1
T174,Post_Clause-Arg,T176,930,1
T176,Argument-Arg,T177,930,1
T177,Argument-Arg,T178,930,1
T177,Argument-Arg,T179,930,1
T179,Argument-Arg,T180,930,1
T181,Pre_Clause-Arg,T183,931,1
T183,Argument-Arg,T184,931,1
T183,Post_Clause-Arg,T187,931,1
T185,Argument-Arg,T186,931,1
T187,And_Or_Arg,T185,931,1
T187,And_Or_Arg,T188,931,1
T188,Argument-Arg,T189,931,1
T188,Argument-Arg,T190,931,1
T190,Argument-Arg,T191,931,1
T190,Argument-Arg,T192,931,1
T191,And_Or_Arg,T193,931,1
T191,And_Or_Arg,T194,931,1
T195,Argument-Arg,T199,915,1
T199,And_Or_Arg,T196,915,1
T199,And_Or_Arg,T197,915,1
T199,And_Or_Arg,T198,915,1
T2,Argument-Arg,T1,932,4
T2,Argument-Arg,T3,932,4
T4,Argument-Arg,T5,932,4
T4,Argument-Arg,T6,932,4
T6,Argument-Arg,T7,932,4
T9,Pre_Clause-Arg,T11,933,4
T11,Argument-Arg,T12,933,4
T15,Argument-Arg,T13,933,4
T16,Argument-Arg,T15,933,4
T16,Argument-Arg,T11,933,4
T21,Argument-Arg,T20,934,4
T21,Argument-Arg,T22,934,4
T23,Argument-Arg,T21,934,4
T23,Argument-Arg,T29,934,4
T25,Argument-Arg,T24,934,4
T25,Argument-Arg,T26,934,4
T26,And_Or_Arg,T27,934,4
T26,And_Or_Arg,T28,934,4
T29,And_Or_Arg,T30,934,4
T29,And_Or_Arg,T25,934,4
T30,Argument-Arg,T31,934,4
T30,Argument-Arg,T32,934,4
T32,Argument-Arg,T33,934,4
T35,Argument-Arg,T34,935,4
T35,Argument-Arg,T36,935,4
T36,Argument-Arg,T37,935,4
T38,Argument-Arg,T40,935,4
T38,Argument-Arg,T39,935,4
T41,Argument-Arg,T37,935,4
T41,Argument-Arg,T40,935,4
T43,Argument-Arg,T42,936,4
T43,Argument-Arg,T44,936,4
T45,Argument-Arg,T44,936,4
T45,Argument-Arg,T46,936,4
T48,Argument-Arg,T47,937,4
T48,Argument-Arg,T49,937,4
T51,Argument-Arg,T50,938,4
T51,Argument-Arg,T52,938,4
T53,Argument-Arg,T51,938,4
T53,Argument-Arg,T58,938,4
T55,Argument-Arg,T54,938,4
T55,Argument-Arg,T63,938,4
T58,And_Or_Arg,T55,938,4
T58,And_Or_Arg,T60,938,4
T60,Argument-Arg,T59,938,4
T60,Argument-Arg,T61,938,4
T61,Argument-Arg,T62,938,4
T63,And_Or_Arg,T56,938,4
T63,And_Or_Arg,T57,938,4
T65,Argument-Arg,T64,939,4
T65,Argument-Arg,T66,939,4
T66,Argument-Arg,T67,939,4
T69,Argument-Arg,T68,939,4
T69,Argument-Arg,T70,939,4
T71,Argument-Arg,T67,939,4
T71,Argument-Arg,T68,939,4
T72,Argument-Arg,T74,940,4
T72,Argument-Arg,T73,940,4
T78,Argument-Arg,T76,940,4
T78,Argument-Arg,T72,940,4
T82,Argument-Arg,T79,941,4
T82,Argument-Arg,T83,941,4
T84,Argument-Arg,T83,941,4
T84,Argument-Arg,T85,941,4
T85,Argument-Arg,T86,941,4
T86,Argument-Arg,T87,941,4
T89,Argument-Arg,T91,941,4
T91,Argument-Arg,T92,941,4
T93,And_Or_Arg,T82,941,4
T93,And_Or_Arg,T89,941,4
T94,Argument-Arg,T95,942,4
T94,Argument-Arg,T97,942,4
T95,Argument-Arg,T96,942,4
T98,Argument-Arg,T99,942,4
T98,Argument-Arg,T100,942,4
T97,Argument-Arg,T100,942,4
T101,Pre_Clause-Arg,T103,943,4
T103,Argument-Arg,T104,943,4
T103,Post_Clause-Arg,T105,943,4
T105,Argument-Arg,T106,943,4
T105,Argument-Arg,T108,943,4
T108,Argument-Arg,T106,943,4
T108,Argument-Arg,T109,943,4
T110,Pre_Clause-Arg,T112,944,4
T112,Argument-Arg,T113,944,4
T112,Retrn_val-Arg,T114,944,4
T115,Pre_Clause-Arg,T121,945,4
T118,Argument-Arg,T117,945,4
T119,Argument-Arg,T120,945,4
T120,Argument-Arg,T123,945,4
T121,Argument-Arg,T119,945,4
T121,Argument-Arg,T118,945,4
T121,Argument-Arg,T125,945,4
T122,Argument-Arg,T126,945,4
T125,Argument-Arg,T127,945,4
T127,Argument-Arg,T122,945,4
T129,Argument-Arg,T131,946,4
T132,Argument-Arg,T134,946,4
T134,Argument-Arg,T133,946,4
T136,Argument-Arg,T137,947,4
T137,Argument-Arg,T138,947,4
T138,Argument-Arg,T139,947,4
T140,And_Or_Arg,T141,946,4
T140,And_Or_Arg,T142,946,4
T141,Argument-Arg,T143,946,4
T142,Argument-Arg,T143,946,4
T144,Argument-Arg,T141,946,4
T145,And_Or_Arg,T131,946,4
T145,And_Or_Arg,T132,946,4
T145,And_Or_Arg,T144,946,4
T147,Argument-Arg,T148,948,4
T149,Argument-Arg,T148,948,4
T149,Argument-Arg,T150,948,4
T150,Argument-Arg,T151,948,4
T152,Argument-Arg,T151,948,4
T152,Argument-Arg,T153,948,4
T152,Argument-Arg,T154,948,4
T156,Argument-Arg,T157,949,4
T158,Argument-Arg,T157,949,4
T158,Argument-Arg,T159,949,4
T159,Argument-Arg,T160,949,4
T162,Argument-Arg,T161,950,4
T162,Argument-Arg,T165,950,4
T164,Argument-Arg,T166,950,4
T164,Argument-Arg,T167,950,4
T163,Argument-Arg,T164,950,4
T163,Argument-Arg,T165,950,4
T2,Argument-Arg,T1,951,4
T2,Argument-Arg,T3,951,4
T3,And_Or_Arg,T7,951,4
T3,And_Or_Arg,T8,951,4
T4,Argument-Arg,T6,951,4
T6,Argument-Arg,T8,951,4
T6,Argument-Arg,T7,951,4
T9,Pre_Clause-Arg,T11,952,4
T11,Argument-Arg,T10,952,4
T11,Post_Clause-Arg,T12,952,4
T12,Argument-Arg,T13,952,4
T15,Argument-Arg,T14,953,4
T15,Argument-Arg,T16,953,4
T16,Argument-Arg,T17,953,4
T18,Pre_Clause-Arg,T19,954,4
T19,Argument-Arg,T20,954,4
T19,Post_Clause-Arg,T21,954,4
T21,Argument-Arg,T22,954,4
T21,Argument-Arg,T23,954,4
T23,Argument-Arg,T24,954,4
T26,Pre_Clause-Arg,T28,955,4
T28,Argument-Arg,T27,955,4
T28,Post_Clause-Arg,T32,955,4
T30,Argument-Arg,T31,955,4
T32,Argument-Arg,T30,955,4
T34,Argument-Arg,T33,957,4
T34,Argument-Arg,T36,957,4
T37,Argument-Arg,T33,957,4
T37,Argument-Arg,T35,957,4
T38,Pre_Clause-Arg,T40,956,4
T40,Argument-Arg,T39,956,4
T40,Argument-Arg,T41,956,4
T40,Post_Clause-Arg,T48,956,4
T43,Argument-Arg,T44,956,4
T44,And_Or_Arg,T45,956,4
T44,And_Or_Arg,T46,956,4
T48,Argument-Arg,T49,956,4
T50,Pre_Clause-Arg,T51,958,4
T51,Argument-Arg,T52,958,4
T51,Post_Clause-Arg,T53,958,4
T53,Argument-Arg,T54,958,4
T56,Pre_Clause-Arg,T57,959,4
T57,Argument-Arg,T58,959,4
T57,Post_Clause-Arg,T59,959,4
T59,Argument-Arg,T61,959,4
T61,Argument-Arg,T62,959,4
T3,Argument-Arg,T1,960,1
T3,Argument-Arg,T2,960,1
T4,Argument-Arg,T5,960,1
T4,Argument-Arg,T6,960,1
T6,And_Or_Arg,T1,960,1
T6,And_Or_Arg,T7,960,1
T7,Argument-Arg,T8,960,1
T7,Argument-Arg,T10,960,1
T10,Argument-Arg,T9,960,1
T11,Argument-Arg,T12,961,1
T11,Argument-Arg,T13,961,1
T14,Argument-Arg,T11,961,1
T15,Argument-Arg,T14,961,1
T15,Argument-Arg,T16,961,1
T16,Argument-Arg,T17,961,1
T18,Argument-Arg,T16,961,1
T18,Argument-Arg,T19,961,1
T19,Argument-Arg,T23,961,1
T19,Argument-Arg,T20,961,1
T20,Argument-Arg,T21,961,1
T21,Argument-Arg,T22,961,1
T24,Argument-Arg,T25,962,1
T24,Argument-Arg,T27,962,1
T24,Post_Clause-Arg,T31,962,1
T25,Argument-Arg,T26,962,1
T27,Argument-Arg,T28,962,1
T28,Argument-Arg,T29,962,1
T30,Pre_Clause-Arg,T24,962,1
T31,Argument-Arg,T32,962,1
T31,Argument-Arg,T35,962,1
T32,Argument-Arg,T33,962,1
T35,Argument-Arg,T34,962,1
T36,Argument-Arg,T37,963,1
T36,Argument-Arg,T39,963,1
T36,Argument-Arg,T41,963,1
T37,Argument-Arg,T38,963,1
T39,Argument-Arg,T40,963,1
T42,Argument-Arg,T44,963,1
T42,Argument-Arg,T43,963,1
T41,Argument-Arg,T42,963,1
T45,Argument-Arg,T46,964,1
T47,Argument-Arg,T45,964,1
T48,Argument-Arg,T49,965,1
T48,Post_Clause-Arg,T52,965,1
T49,Argument-Arg,T50,965,1
T51,Pre_Clause-Arg,T48,965,1
T52,Argument-Arg,T54,965,1
T52,Argument-Arg,T55,965,1
T54,Argument-Arg,T53,965,1
T56,Pre_Clause-Arg,T57,968,1
T57,Post_Clause-Arg,T59,968,1
T59,Argument-Arg,T58,968,1
T59,Argument-Arg,T60,968,1
T61,Argument-Arg,T63,966,1
T63,Argument-Arg,T64,966,1
T63,Argument-Arg,T65,966,1
T65,Argument-Arg,T66,966,1
T66,Argument-Arg,T67,966,1
T67,Argument-Arg,T68,966,1
T70,Argument-Arg,T69,967,1
T71,Argument-Arg,T70,967,1
T72,Argument-Arg,T71,967,1
T74,Argument-Arg,T73,967,1
T74,Argument-Arg,T72,967,1
T75,Argument-Arg,T73,967,1
T76,Pre_Clause-Arg,T77,969,1
T76,Pre_Clause-Arg,T88,969,1
T77,Argument-Arg,T80,969,1
T77,Argument-Arg,T78,969,1
T77,Post_Clause-Arg,T88,969,1
T78,Argument-Arg,T79,969,1
T81,Argument-Arg,T78,969,1
T82,Argument-Arg,T83,969,1
T84,Argument-Arg,T83,969,1
T86,Argument-Arg,T87,969,1
T88,Argument-Arg,T86,969,1
T88,Argument-Arg,T89,969,1
T88,Post_Clause-Arg,T82,969,1
T90,Argument-Arg,T89,969,1
T90,Argument-Arg,T91,969,1
T91,Argument-Arg,T92,969,1
T95,Argument-Arg,T96,970,1
T96,Argument-Arg,T97,970,1
T97,Argument-Arg,T98,970,1
T98,Argument-Arg,T99,970,1
T100,Pre_Clause-Arg,T101,971,1
T101,Argument-Arg,T103,971,1
T101,Post_Clause-Arg,T105,971,1
T103,Argument-Arg,T104,971,1
T105,Argument-Arg,T106,971,1
T105,Argument-Arg,T108,971,1
T108,Argument-Arg,T109,971,1
T110,Argument-Arg,T109,971,1
T111,Argument-Arg,T112,972,1
T113,Argument-Arg,T111,972,1
T113,Argument-Arg,T114,972,1
T114,Argument-Arg,T115,972,1
T115,Argument-Arg,T116,972,1
T119,Argument-Arg,T126,974,1
T119,Argument-Arg,T120,974,1
T122,Argument-Arg,T123,974,1
T122,Argument-Arg,T126,974,1
T123,And_Or_Arg,T125,974,1
T123,And_Or_Arg,T124,974,1
T127,Argument-Arg,T130,975,1
T128,Argument-Arg,T127,975,1
T130,Argument-Arg,T132,975,1
T135,Argument-Arg,T136,976,1
T136,Argument-Arg,T137,976,1
T138,Argument-Arg,T139,976,1
T138,Argument-Arg,T137,976,1
T141,Argument-Arg,T140,977,1
T141,Argument-Arg,T142,977,1
T143,Argument-Arg,T144,978,1
T143,Argument-Arg,T145,978,1
T145,Argument-Arg,T146,978,1
T145,Post_Clause-Arg,T148,978,1
T146,Argument-Arg,T147,978,1
T148,Argument-Arg,T149,978,1
T148,Argument-Arg,T150,978,1
T150,And_Or_Arg,T151,978,1
T150,And_Or_Arg,T152,978,1
T152,Argument-Arg,T153,978,1
T154,Argument-Arg,T155,979,1
T154,Argument-Arg,T156,979,1
T154,Post_Clause-Arg,T157,979,1
T157,Argument-Arg,T159,979,1
T159,And_Or_Arg,T158,979,1
T159,And_Or_Arg,T160,979,1
T162,Argument-Arg,T161,980,1
T162,Post_Clause-Arg,T163,980,1
T163,Argument-Arg,T164,980,1
T164,Argument-Arg,T165,980,1
T166,And_Or_Arg,T167,981,1
T166,And_Or_Arg,T168,981,1
T169,Argument-Arg,T166,981,1
T169,Argument-Arg,T170,981,1
T171,Argument-Arg,T169,981,1
T171,Argument-Arg,T172,981,1
T173,Pre_Clause-Arg,T174,982,1
T174,Argument-Arg,T175,982,1
T174,Argument-Arg,T176,982,1
T174,Post_Clause-Arg,T177,982,1
T177,Argument-Arg,T179,982,1
T180,Pre_Clause-Arg,T181,983,1
T181,Post_Clause-Arg,T184,983,1
T181,Argument-Arg,T182,983,1
T181,Argument-Arg,T183,983,1
T184,Argument-Arg,T185,983,1
T184,Argument-Arg,T188,983,1
T188,Argument-Arg,T187,983,1
T189,Pre_Clause-Arg,T191,984,1
T191,Argument-Arg,T194,984,1
T191,Post_Clause-Arg,T197,984,1
T194,Argument-Arg,T190,984,1
T195,Argument-Arg,T196,984,1
T196,Argument-Arg,T199,984,1
T196,Argument-Arg,T200,984,1
T197,Argument-Arg,T195,984,1
T201,Argument-Arg,T202,985,1
T203,Argument-Arg,T201,985,1
T203,Argument-Arg,T204,985,1
T206,Argument-Arg,T205,986,1
T206,Argument-Arg,T207,986,1
T208,Argument-Arg,T209,986,1
T208,Argument-Arg,T207,986,1
T208,Argument-Arg,T210,986,1
T210,Argument-Arg,T211,986,1
T210,Argument-Arg,T212,986,1
T212,Argument-Arg,T214,986,1
T215,Argument-Arg,T214,986,1
T215,Argument-Arg,T216,986,1
T216,Argument-Arg,T217,986,1
T217,Argument-Arg,T218,986,1
T217,Argument-Arg,T219,986,1
T220,Argument-Arg,T222,987,1
T223,Argument-Arg,T224,987,1
T223,Post_Clause-Arg,T220,987,1
T225,Pre_Clause-Arg,T227,988,1
T227,Argument-Arg,T228,988,1
T227,Argument-Arg,T229,988,1
T227,Post_Clause-Arg,T231,988,1
T231,Retrn_val-Arg,T232,988,1
T234,Argument-Arg,T235,989,1
T236,Argument-Arg,T234,989,1
T236,Argument-Arg,T237,989,1
T237,Argument-Arg,T238,989,1
T240,Argument-Arg,T242,990,1
T241,Argument-Arg,T239,990,1
T241,Argument-Arg,T240,990,1
T243,Argument-Arg,T242,990,1
T244,Argument-Arg,T243,990,1
T246,Pre_Clause-Arg,T250,991,1
T247,And_Or_Arg,T248,991,1
T247,And_Or_Arg,T249,991,1
T250,Argument-Arg,T255,991,1
T254,Pre_Clause-Arg,T223,987,1
T255,Argument-Arg,T247,991,1
T255,Argument-Arg,T252,991,1
T3,Argument-Arg,T2,992,1
T3,Argument-Arg,T5,992,1
T5,Argument-Arg,T16,992,1
T5,Argument-Arg,T6,992,1
T10,Argument-Arg,T14,993,1
T10,Argument-Arg,T12,993,1
T10,Argument-Arg,T9,993,1
T12,Argument-Arg,T13,993,1
T14,Argument-Arg,T11,993,1
T14,Argument-Arg,T15,993,1
T16,Argument-Arg,T4,992,1
T6,Argument-Arg,T7,992,1
T6,Argument-Arg,T8,992,1
T17,Pre_Clause-Arg,T23,994,1
T21,Retrn_val-Arg,T20,994,1
T22,And_Or_Arg,T21,994,1
T22,And_Or_Arg,T25,994,1
T22,And_Or_Arg,T26,994,1
T23,Post_Clause-Arg,T22,994,1
T23,Argument-Arg,T18,994,1
T25,Argument-Arg,T24,994,1
T25,Argument-Arg,T26,994,1
T26,Argument-Arg,T27,994,1
T29,Argument-Arg,T30,995,1
T29,Argument-Arg,T32,995,1
T30,Argument-Arg,T31,995,1
T33,Argument-Arg,T29,995,1
T33,Argument-Arg,T34,995,1
T34,Argument-Arg,T36,995,1
T36,Argument-Arg,T37,995,1
T37,Argument-Arg,T38,995,1
T38,Argument-Arg,T39,995,1
T40,Argument-Arg,T41,996,1
T41,Argument-Arg,T46,996,1
T43,Argument-Arg,T42,996,1
T44,Argument-Arg,T42,996,1
T46,And_Or_Arg,T42,996,1
T46,And_Or_Arg,T47,996,1
T47,Argument-Arg,T48,996,1
T49,Argument-Arg,T50,997,1
T49,Argument-Arg,T51,997,1
T52,Argument-Arg,T55,998,1
T52,Argument-Arg,T56,998,1
T55,Argument-Arg,T54,998,1
T56,Argument-Arg,T57,998,1
T57,And_Or_Arg,T60,998,1
T57,And_Or_Arg,T59,998,1
T60,And_Or_Arg,T53,998,1
T60,And_Or_Arg,T58,998,1
T61,Argument-Arg,T62,999,1
T61,Argument-Arg,T66,999,1
T62,And_Or_Arg,T63,999,1
T62,And_Or_Arg,T64,999,1
T66,Argument-Arg,T65,999,1
T66,Argument-Arg,T67,999,1
T67,Argument-Arg,T68,999,1
T70,Argument-Arg,T71,1000,1
T70,Argument-Arg,T72,1000,1
T70,Argument-Arg,T73,1000,1
T70,Argument-Arg,T77,1000,1
T74,Argument-Arg,T69,1000,1
T74,Post_Clause-Arg,T76,1000,1
T75,Pre_Clause-Arg,T74,1000,1
T77,Argument-Arg,T76,1000,1
T79,Retrn_val-Arg,T81,1001,1
T80,Argument-Arg,T83,1001,1
T80,Argument-Arg,T82,1001,1
T82,Argument-Arg,T81,1001,1
T84,Post_Clause-Arg,T89,1002,1
T86,Argument-Arg,T81,1001,1
T86,Argument-Arg,T87,1001,1
T88,Pre_Clause-Arg,T84,1002,1
T89,Argument-Arg,T85,1002,1
T89,Argument-Arg,T90,1002,1
T91,Pre_Clause-Arg,T95,1003,1
T92,Argument-Arg,T93,1003,1
T92,Argument-Arg,T94,1003,1
T95,And_Or_Arg,T92,1003,1
T95,And_Or_Arg,T96,1003,1
T95,Post_Clause-Arg,T100,1003,1
T96,Argument-Arg,T97,1003,1
T96,Argument-Arg,T98,1003,1
T98,Argument-Arg,T99,1003,1
T100,Retrn_val-Arg,T101,1003,1
T102,Pre_Clause-Arg,T103,1004,1
T103,Retrn_val-Arg,T104,1004,1
T103,Argument-Arg,T105,1004,1
T103,Post_Clause-Arg,T107,1004,1
T105,Argument-Arg,T106,1004,1
T107,Argument-Arg,T109,1004,1
T110,Argument-Arg,T112,1005,1
T112,Argument-Arg,T113,1005,1
T112,Argument-Arg,T115,1005,1
T115,Argument-Arg,T116,1005,1
T118,And_Or_Arg,T119,1006,1
T118,And_Or_Arg,T123,1006,1
T119,Argument-Arg,T122,1006,1
T120,Argument-Arg,T118,1006,1
T123,Argument-Arg,T124,1006,1
T127,Argument-Arg,T125,1007,1
T127,Argument-Arg,T131,1007,1
T129,Argument-Arg,T128,1007,1
T131,Argument-Arg,T129,1007,1
T132,Argument-Arg,T133,1008,1
T132,Argument-Arg,T134,1008,1
T135,Argument-Arg,T136,1009,1
T135,Argument-Arg,T139,1009,1
T136,And_Or_Arg,T138,1009,1
T136,And_Or_Arg,T137,1009,1
T140,Pre_Clause-Arg,T143,1009,1
T141,Argument-Arg,T142,1009,1
T141,Argument-Arg,T145,1009,1
T143,Argument-Arg,T144,1009,1
T143,Post_Clause-Arg,T135,1009,1
T145,Argument-Arg,T143,1009,1
T146,Argument-Arg,T150,1010,1
T147,Argument-Arg,T148,1010,1
T147,Argument-Arg,T149,1010,1
T147,Argument-Arg,T153,1010,1
T147,Argument-Arg,T151,1010,1
T150,Argument-Arg,T151,1010,1
T156,Argument-Arg,T158,1011,1
T157,And_Or_Arg,T156,1011,1
T157,And_Or_Arg,T160,1011,1
T160,Argument-Arg,T166,1011,1
T162,Argument-Arg,T157,1011,1
T165,Post_Clause-Arg,T169,1012,1
T165,Argument-Arg,T168,1012,1
T165,Argument-Arg,T164,1012,1
T166,Argument-Arg,T161,1011,1
T168,Argument-Arg,T167,1012,1
T169,Argument-Arg,T163,1012,1
T170,Pre_Clause-Arg,T171,1013,1
T171,Argument-Arg,T172,1013,1
T172,Argument-Arg,T173,1013,1
T175,Argument-Arg,T177,1014,1
T177,Argument-Arg,T176,1014,1
T180,Argument-Arg,T183,1014,1
T183,Argument-Arg,T181,1014,1
T183,Argument-Arg,T182,1014,1
T184,And_Or_Arg,T175,1014,1
T184,And_Or_Arg,T180,1014,1
T185,Argument-Arg,T184,1014,1
T186,Argument-Arg,T188,1015,1
T186,Post_Clause-Arg,T194,1015,1
T186,Argument-Arg,T198,1015,1
T190,Pre_Clause-Arg,T186,1015,1
T191,Argument-Arg,T192,1015,1
T194,Argument-Arg,T195,1015,1
T196,Argument-Arg,T195,1015,1
T196,Argument-Arg,T197,1015,1
T198,Argument-Arg,T191,1015,1
T199,Argument-Arg,T200,1016,1
T201,Pre_Clause-Arg,T202,1016,1
T202,Argument-Arg,T203,1016,1
T202,Argument-Arg,T204,1016,1
T202,Argument-Arg,T205,1016,1
T205,Argument-Arg,T207,1016,1
T209,Argument-Arg,T215,1017,1
T209,Argument-Arg,T219,1017,1
T212,Argument-Arg,T216,1017,1
T215,Argument-Arg,T212,1017,1
T216,And_Or_Arg,T213,1017,1
T216,And_Or_Arg,T217,1017,1
T219,Argument-Arg,T220,1017,1
T220,Argument-Arg,T223,1017,1
T220,Argument-Arg,T221,1017,1
T226,Argument-Arg,T225,1018,1
T226,Argument-Arg,T224,1018,1
T227,Pre_Clause-Arg,T229,1019,1
T229,Argument-Arg,T228,1019,1
T229,Argument-Arg,T230,1019,1
T229,Post_Clause-Arg,T232,1019,1
T230,Argument-Arg,T231,1019,1
T232,Argument-Arg,T234,1019,1
T232,Argument-Arg,T236,1019,1
T234,Argument-Arg,T235,1019,1
T234,Argument-Arg,T233,1019,1
T236,Argument-Arg,T237,1019,1
T238,Argument-Arg,T240,1020,1
T241,Pre_Clause-Arg,T245,1020,1
T242,Argument-Arg,T243,1020,1
T242,Argument-Arg,T244,1020,1
T245,And_Or_Arg,T242,1020,1
T245,And_Or_Arg,T238,1020,1
T245,Post_Clause-Arg,T246,1020,1
T246,Retrn_val-Arg,T249,1020,1
T249,Argument-Arg,T248,1020,1
T251,Argument-Arg,T255,1021,1
T252,Argument-Arg,T250,1021,1
T252,Argument-Arg,T251,1021,1
T255,Argument-Arg,T256,1021,1
T256,Argument-Arg,T257,1021,1
T257,Argument-Arg,T258,1021,1
T257,Argument-Arg,T259,1021,1
T259,Argument-Arg,T261,1021,1
T261,Argument-Arg,T260,1021,1
T2,Argument-Arg,T1,1022,0
T2,Argument-Arg,T3,1022,0
T4,And_Or_Arg,T5,1022,0
T4,And_Or_Arg,T2,1022,0
T5,Pre_Clause-Arg,T8,1022,0
T8,Argument-Arg,T6,1022,0
T8,Post_Clause-Arg,T9,1022,0
T9,Argument-Arg,T7,1022,0
T9,Argument-Arg,T10,1022,0
T10,Argument-Arg,T11,1022,0
T13,Pre_Clause-Arg,T19,1024,0
T15,Argument-Arg,T16,1024,0
T18,Retrn_val-Arg,T17,1024,0
T19,Argument-Arg,T14,1024,0
T19,Argument-Arg,T15,1024,0
T19,Post_Clause-Arg,T18,1024,0
T21,Argument-Arg,T20,1025,0
T21,Argument-Arg,T22,1025,0
T21,Argument-Arg,T23,1025,0
T21,Argument-Arg,T24,1025,0
T27,Argument-Arg,T28,1026,0
T28,Argument-Arg,T29,1026,0
T30,Argument-Arg,T29,1026,0
T30,Argument-Arg,T32,1026,0
T34,Argument-Arg,T35,1027,0
T34,Argument-Arg,T37,1027,0
T35,Argument-Arg,T36,1027,0
T37,Argument-Arg,T38,1027,0
T37,Argument-Arg,T39,1027,0
T38,Argument-Arg,T40,1027,0
T39,Argument-Arg,T41,1027,0
T39,Argument-Arg,T42,1027,0
T43,Pre_Clause-Arg,T45,1028,0
T45,Argument-Arg,T44,1028,0
T45,Post_Clause-Arg,T49,1028,0
T49,Argument-Arg,T46,1028,0
T49,Argument-Arg,T47,1028,0
T50,Argument-Arg,T51,1029,0
T50,Argument-Arg,T52,1029,0
T52,Argument-Arg,T53,1029,0
T57,Argument-Arg,T55,1030,0
T54,Pre_Clause-Arg,T61,1031,0
T59,Argument-Arg,T60,1031,0
T59,Argument-Arg,T58,1031,0
T61,And_Or_Arg,T59,1031,0
T61,And_Or_Arg,T62,1031,0
T61,Post_Clause-Arg,T64,1031,0
T62,Argument-Arg,T58,1031,0
T64,Retrn_val-Arg,T63,1031,0
T2,Argument-Arg,T1,1032,4
T2,Argument-Arg,T3,1032,4
T4,Argument-Arg,T3,1032,4
T4,Argument-Arg,T5,1032,4
T6,Argument-Arg,T5,1032,4
T6,Argument-Arg,T7,1032,4
T8,Pre_Clause-Arg,T10,1033,4
T10,Argument-Arg,T9,1033,4
T10,Argument-Arg,T11,1033,4
T10,Post_Clause-Arg,T12,1033,4
T12,Argument-Arg,T13,1033,4
T12,Argument-Arg,T14,1033,4
T15,Argument-Arg,T14,1033,4
T15,Argument-Arg,T16,1033,4
T17,Pre_Clause-Arg,T19,1034,4
T19,Argument-Arg,T18,1034,4
T19,Argument-Arg,T20,1034,4
T19,Post_Clause-Arg,T21,1034,4
T21,And_Or_Arg,T22,1034,4
T21,And_Or_Arg,T29,1034,4
T22,Argument-Arg,T23,1034,4
T22,Argument-Arg,T24,1034,4
T25,Argument-Arg,T24,1034,4
T25,Argument-Arg,T26,1034,4
T27,Argument-Arg,T26,1034,4
T27,Argument-Arg,T28,1034,4
T29,Argument-Arg,T30,1034,4
T29,Argument-Arg,T32,1034,4
T32,Argument-Arg,T31,1034,4
T32,Argument-Arg,T33,1034,4
T35,Argument-Arg,T34,1035,4
T36,Argument-Arg,T35,1035,4
T36,Argument-Arg,T37,1035,4
T39,Retrn_val-Arg,T40,1036,4
T41,Argument-Arg,T40,1036,4
T41,Argument-Arg,T42,1036,4
T42,And_Or_Arg,T43,1036,4
T42,And_Or_Arg,T44,1036,4
T45,Argument-Arg,T46,1036,4
T47,Argument-Arg,T48,1036,4
T47,Argument-Arg,T46,1036,4
T52,Argument-Arg,T50,1037,4
T52,Argument-Arg,T51,1037,4
T52,Argument-Arg,T53,1037,4
T53,Argument-Arg,T150,1037,4
T53,Argument-Arg,T54,1037,4
T55,And_Or_Arg,T56,1038,4
T55,And_Or_Arg,T57,1038,4
T58,Argument-Arg,T55,1038,4
T59,Argument-Arg,T61,1039,4
T62,Argument-Arg,T61,1039,4
T62,Argument-Arg,T63,1039,4
T63,Argument-Arg,T64,1039,4
T65,Argument-Arg,T66,1040,4
T65,Argument-Arg,T67,1040,4
T65,Argument-Arg,T195,1040,4
T68,Argument-Arg,T69,1041,4
T68,Post_Clause-Arg,T73,1041,4
T71,Pre_Clause-Arg,T68,1041,4
T73,Argument-Arg,T74,1041,4
T79,Argument-Arg,T80,1042,4
T80,And_Or_Arg,T81,1042,4
T80,And_Or_Arg,T82,1042,4
T84,Argument-Arg,T83,1043,4
T85,Argument-Arg,T83,1043,4
T85,Argument-Arg,T86,1043,4
T87,And_Or_Arg,T84,1043,4
